ID,SET_REVIEW_APPROVE_GANG__C,MAILING_CONFIRMED_DATE__C,MAILING_CONFIRMED_STATUS__C
a02d0000005WE7dAAG,10/28/11,10/28/11,Confirmed
a02d0000005WE7eAAG,11/3/11,11/3/11,Confirmed
a02d0000005WE7fAAG,9/22/11,9/22/11,Confirmed
a02d0000005WE7gAAG,9/22/11,9/22/11,Confirmed
a02d0000005WE7hAAG,8/15/11,8/15/11,Confirmed
a02d0000005WEADAA4,4/6/12,4/6/12,Confirmed
a02d0000005WEAEAA4,3/30/12,3/30/12,Confirmed
a02d0000005WEAFAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEAGAA4,1/20/12,1/20/12,Confirmed
a02d0000005WEAHAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEAIAA4,1/9/12,1/9/12,Confirmed
a02d0000005WECHAA4,2/24/12,2/24/12,Confirmed
a02d0000005WECIAA4,8/30/11,8/30/11,Confirmed
a02d0000005WECJAA4,10/28/11,10/28/11,Confirmed
a02d0000005WECKAA4,4/27/12,4/27/12,Confirmed
a02d0000005WECLAA4,6/4/12,6/4/12,Confirmed
a02d0000005WECMAA4,9/10/12,9/10/12,Confirmed
a02d0000005WEE3AAO,3/9/12,3/9/12,Confirmed
a02d0000005WEE4AAO,4/13/12,4/13/12,Confirmed
a02d0000005WEE5AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEE6AAO,9/22/11,9/22/11,Confirmed
a02d0000005WEE7AAO,8/26/11,8/26/11,Confirmed
a02d0000005WEE9AAO,11/18/11,11/18/11,Confirmed
a02d0000005WEFqAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEFrAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEFtAAO,9/1/11,9/1/11,Confirmed
a02d0000005WEFuAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEFvAAO,2/4/11,2/4/11,Confirmed
a02d0000005WEHiAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEHjAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEHkAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEHlAAO,1/25/11,1/25/11,Confirmed
a02d0000005WEHmAAO,1/21/11,1/21/11,Confirmed
a02d0000005WEHnAAO,10/25/11,10/25/11,Confirmed
a02d0000005WEJUAA4,6/25/12,6/25/12,Confirmed
a02d0000005WEJYAA4,2/17/12,2/17/12,Confirmed
a02d0000005WEJZAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEJaAAO,2/24/12,2/24/12,Confirmed
a02d0000005WELbAAO,12/22/11,12/22/11,Confirmed
a02d0000005WELdAAO,12/29/11,12/29/11,Confirmed
a02d0000005WELeAAO,11/16/11,11/16/11,Confirmed
a02d0000005WELgAAO,2/24/12,2/24/12,Confirmed
a02d0000005WENMAA4,4/22/11,4/22/11,Confirmed
a02d0000005WENOAA4,5/16/11,5/16/11,Confirmed
a02d0000005WENPAA4,7/16/11,7/16/11,Confirmed
a02d0000005WENRAA4,6/13/11,6/13/11,Confirmed
a02d0000005WENTAA4,5/16/11,5/16/11,Confirmed
a02d0000005WEPFAA4,3/30/12,3/30/12,Confirmed
a02d0000005WEPGAA4,1/6/12,1/6/12,Confirmed
a02d0000005WEPIAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEPLAA4,3/2/12,3/2/12,Confirmed
a02d0000005WERQAA4,3/2/12,3/2/12,Confirmed
a02d0000005WERRAA4,4/19/12,4/19/12,Confirmed
a02d0000005WERUAA4,3/9/12,3/9/12,Confirmed
a02d0000005WERVAA4,3/23/12,3/23/12,Confirmed
a02d0000005WETDAA4,12/22/11,12/22/11,Confirmed
a02d0000005WETEAA4,9/23/11,9/23/11,Confirmed
a02d0000005WETFAA4,9/23/11,9/23/11,Confirmed
a02d0000005WETGAA4,9/22/11,9/22/11,Confirmed
a02d0000005WETHAA4,11/3/11,11/3/11,Confirmed
a02d0000005WETIAA4,11/3/11,11/3/11,Confirmed
a02d0000005WETJAA4,11/18/11,11/18/11,Confirmed
a02d0000005WDymAAG,11/18/11,11/18/11,Confirmed
a02d0000005WE0KAAW,11/3/11,11/3/11,Confirmed
a02d0000005WE0LAAW,10/28/11,10/28/11,Confirmed
a02d0000005WE0MAAW,7/27/11,7/27/11,Confirmed
a02d0000005WE0NAAW,9/22/11,9/22/11,Confirmed
a02d0000005WE0OAAW,7/16/11,7/16/11,Confirmed
a02d0000005WE0PAAW,3/9/12,3/9/12,Confirmed
a02d0000005WE25AAG,6/29/11,6/29/11,Confirmed
a02d0000005WE26AAG,3/11/11,3/11/11,Confirmed
a02d0000005WE27AAG,3/11/11,3/11/11,Confirmed
a02d0000005WE29AAG,5/16/11,5/16/11,Confirmed
a02d0000005WE2AAAW,5/18/11,5/18/11,Confirmed
a02d0000005WE3wAAG,12/22/11,12/22/11,Confirmed
a02d0000005WE3yAAG,1/9/12,1/9/12,Confirmed
a02d0000005WE3zAAG,2/17/12,2/17/12,Confirmed
a02d0000005WE42AAG,1/27/12,1/27/12,Confirmed
a02d0000005WE5jAAG,3/2/12,3/2/12,Confirmed
a02d0000005WE5kAAG,5/10/12,5/10/12,Confirmed
a02d0000005WE5lAAG,4/13/12,4/13/12,Confirmed
a02d0000005WE5mAAG,9/14/12,9/14/12,Confirmed
a02d0000005WE5nAAG,5/25/12,5/25/12,Confirmed
a02d0000005WE5oAAG,3/30/12,3/30/12,Confirmed
a02d0000005WE7iAAG,9/16/11,9/16/11,Confirmed
a02d0000005WE7kAAG,9/27/11,9/27/11,Confirmed
a02d0000005WE7mAAG,8/26/11,8/26/11,Confirmed
a02d0000005WE7nAAG,1/27/12,1/27/12,Confirmed
a02d0000005WEAKAA4,7/13/12,7/13/12,Confirmed
a02d0000005WEALAA4,3/16/12,3/16/12,Confirmed
a02d0000005WEAMAA4,4/19/12,4/19/12,Confirmed
a02d0000005WEANAA4,6/28/12,6/28/12,Confirmed
a02d0000005WEAOAA4,2/17/12,2/17/12,Confirmed
a02d0000005WEARAA4,7/13/12,7/13/12,Confirmed
a02d0000005WECOAA4,9/16/11,9/16/11,Confirmed
a02d0000005WECPAA4,10/3/11,10/3/11,Confirmed
a02d0000005WECQAA4,6/24/11,6/24/11,Confirmed
a02d0000005WECSAA4,1/29/11,1/29/11,Confirmed
a02d0000005WECUAA4,6/17/11,6/17/11,Confirmed
a02d0000005WEEAAA4,12/3/10,12/3/10,Confirmed
a02d0000005WEEBAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEECAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEEDAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEEEAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEEFAA4,3/16/12,3/16/12,Confirmed
a02d0000005WEFwAAO,4/6/12,4/6/12,Confirmed
a02d0000005WEFxAAO,3/30/12,3/30/12,Confirmed
a02d0000005WEFyAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEFzAAO,10/3/11,10/3/11,Confirmed
a02d0000005WEG1AAO,11/18/11,11/18/11,Confirmed
a02d0000005WEG2AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEHoAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEHqAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEHrAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEHsAAO,2/10/12,2/10/12,Confirmed
a02d0000005WEHtAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEHuAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEJbAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEJcAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEJdAAO,10/25/11,10/25/11,Confirmed
a02d0000005WEJeAAO,10/28/11,10/28/11,Confirmed
a02d0000005WEJfAAO,12/29/11,12/29/11,Confirmed
a02d0000005WEJhAAO,10/28/11,10/28/11,Confirmed
a02d0000005WEVlAAO,1/4/11,1/4/11,Confirmed
a02d0000005WEVmAAO,5/27/11,5/27/11,Confirmed
a02d0000005WEVnAAO,1/10/11,1/10/11,Confirmed
a02d0000005WEVoAAO,4/1/11,4/1/11,Confirmed
a02d0000005WEVqAAO,1/10/11,1/10/11,Confirmed
a02d0000005WEVrAAO,12/27/10,12/27/10,Confirmed
a02d0000005WEXtAAO,4/20/12,4/20/12,Confirmed
a02d0000005WEXuAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEXvAAO,2/24/12,2/24/12,Confirmed
a02d0000005WEXxAAO,6/25/12,6/25/12,Confirmed
a02d0000005WEXyAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEXzAAO,5/11/12,5/11/12,Confirmed
a02d0000005WEa7AAG,5/4/12,5/4/12,Confirmed
a02d0000005WEa8AAG,10/14/11,10/14/11,Confirmed
a02d0000005WEa9AAG,6/27/12,6/27/12,Confirmed
a02d0000005WEaAAAW,9/14/12,9/14/12,Confirmed
a02d0000005WEaBAAW,2/28/11,2/28/11,Confirmed
a02d0000005WEaCAAW,4/22/11,4/22/11,Confirmed
a02d0000005WEVtAAO,5/18/11,5/18/11,Confirmed
a02d0000005WEVuAAO,12/8/10,12/8/10,Confirmed
a02d0000005WEVvAAO,12/28/10,12/28/10,Confirmed
a02d0000005WEVwAAO,5/16/11,5/16/11,Confirmed
a02d0000005WEVyAAO,12/28/10,12/28/10,Confirmed
a02d0000005WEVzAAO,1/29/11,1/29/11,Confirmed
a02d0000005WEY4AAO,8/30/12,8/30/12,Confirmed
a02d0000005WEY6AAO,8/10/12,8/10/12,Confirmed
a02d0000005WEY7AAO,3/30/12,3/30/12,Confirmed
a02d0000005WEY8AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEYAAA4,5/11/12,5/11/12,Confirmed
a02d0000005WEaDAAW,2/28/11,2/28/11,Confirmed
a02d0000005WEaEAAW,7/13/12,7/13/12,Confirmed
a02d0000005WEaFAAW,6/4/12,6/4/12,Confirmed
a02d0000005WEaGAAW,7/20/12,7/20/12,Confirmed
a02d0000005WEaHAAW,8/3/12,8/3/12,Confirmed
a02d0000005WEaIAAW,7/27/12,7/27/12,Confirmed
a02d0000005WEaJAAW,8/31/12,8/31/12,Confirmed
a02d0000005WEaLAAW,10/11/12,10/11/12,Confirmed
a02d0000005WEaNAAW,6/25/12,6/25/12,Confirmed
a02d0000005WEW3AAO,4/19/11,4/19/11,Confirmed
a02d0000005WEW4AAO,4/15/11,4/15/11,Confirmed
a02d0000005WEW5AAO,12/3/10,12/3/10,Confirmed
a02d0000005WEW8AAO,2/16/11,2/16/11,Confirmed
a02d0000005WEYBAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEYDAA4,2/24/12,2/24/12,Confirmed
a02d0000005WEYEAA4,2/25/12,2/25/12,Confirmed
a02d0000005WEYFAA4,9/7/12,9/7/12,Confirmed
a02d0000005WEYHAA4,3/2/12,3/2/12,Confirmed
a02d0000005WEYIAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEaOAAW,8/30/12,8/30/12,Confirmed
a02d0000005WEaSAAW,8/10/12,8/10/12,Confirmed
a02d0000005WEaTAAW,9/14/12,9/14/12,Confirmed
a02d0000005WEaUAAW,4/22/11,4/22/11,Confirmed
a02d0000005WEaVAAW,2/16/11,2/16/11,Confirmed
a02d0000005WEaWAAW,1/4/11,1/4/11,Confirmed
a02d0000005WEW9AAO,12/28/10,12/28/10,Confirmed
a02d0000005WEWAAA4,5/27/11,5/27/11,Confirmed
a02d0000005WEWBAA4,1/10/11,1/10/11,Confirmed
a02d0000005WEWCAA4,2/23/11,2/23/11,Confirmed
a02d0000005WEWDAA4,1/21/11,1/21/11,Confirmed
a02d0000005WEWEAA4,4/22/11,4/22/11,Confirmed
a02d0000005WEWFAA4,2/10/11,2/10/11,Confirmed
a02d0000005WEYJAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEYKAA4,6/27/12,6/27/12,Confirmed
a02d0000005WEYMAA4,5/4/12,5/4/12,Confirmed
a02d0000005WEYNAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEYOAA4,4/19/12,4/19/12,Confirmed
a02d0000005WEYPAA4,1/9/12,1/9/12,Confirmed
a02d0000005WEaXAAW,2/24/12,2/24/12,Confirmed
a02d0000005WEaYAAW,6/1/12,6/1/12,Confirmed
a02d0000005WEaZAAW,7/20/12,7/20/12,Confirmed
a02d0000005WEaaAAG,2/24/12,2/24/12,Confirmed
a02d0000005WEabAAG,1/10/11,1/10/11,Confirmed
a02d0000005WEadAAG,4/1/11,4/1/11,Confirmed
a02d0000005WEWGAA4,3/18/11,3/18/11,Confirmed
a02d0000005WEWHAA4,1/10/11,1/10/11,Confirmed
a02d0000005WEWIAA4,4/1/11,4/1/11,Confirmed
a02d0000005WEWJAA4,2/10/11,2/10/11,Confirmed
a02d0000005WEWKAA4,4/8/11,4/8/11,Confirmed
a02d0000005WEWLAA4,3/18/11,3/18/11,Confirmed
a02d0000005WEWMAA4,2/16/11,2/16/11,Confirmed
a02d0000005WEYRAA4,7/6/12,7/6/12,Confirmed
a02d0000005WEYSAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEYXAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEYYAA4,1/20/12,1/20/12,Confirmed
a02d0000005WEYZAA4,6/27/12,6/27/12,Confirmed
a02d0000005WEafAAG,1/10/11,1/10/11,Confirmed
a02d0000005WEahAAG,6/17/11,6/17/11,Confirmed
a02d0000005WEajAAG,2/23/11,2/23/11,Confirmed
a02d0000005WEakAAG,2/23/11,2/23/11,Confirmed
a02d0000005WEalAAG,1/4/11,1/4/11,Confirmed
a02d0000005WEamAAG,10/11/12,10/11/12,Confirmed
a02d0000005WEWOAA4,5/11/12,5/11/12,Confirmed
a02d0000005WEWPAA4,6/28/12,6/28/12,Confirmed
a02d0000005WEWQAA4,3/2/12,3/2/12,Confirmed
a02d0000005WEWRAA4,4/6/12,4/6/12,Confirmed
a02d0000005WEWSAA4,2/10/12,2/10/12,Confirmed
a02d0000005WEYcAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEYeAAO,5/11/12,5/11/12,Confirmed
a02d0000005WEYfAAO,1/12/12,1/12/12,Confirmed
a02d0000005WEYgAAO,1/20/12,1/20/12,Confirmed
a02d0000005WEanAAG,12/8/10,12/8/10,Confirmed
a02d0000005WEaoAAG,8/26/11,8/26/11,Confirmed
a02d0000005WEapAAG,2/16/11,2/16/11,Confirmed
a02d0000005WEasAAG,3/7/11,3/7/11,Confirmed
a02d0000005WEWVAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEWWAA4,3/23/12,3/23/12,Confirmed
a02d0000005WEWXAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEWYAA4,6/28/12,6/28/12,Confirmed
a02d0000005WEWaAAO,11/18/11,11/18/11,Confirmed
a02d0000005WEWbAAO,2/25/12,2/25/12,Confirmed
a02d0000005WEWcAAO,8/10/12,8/10/12,Confirmed
a02d0000005WEYiAAO,1/12/12,1/12/12,Confirmed
a02d0000005WEYjAAO,5/10/12,5/10/12,Confirmed
a02d0000005WEYnAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEYoAAO,1/27/12,1/27/12,Confirmed
a02d0000005WEatAAG,12/28/10,12/28/10,Confirmed
a02d0000005WEauAAG,12/28/10,12/28/10,Confirmed
a02d0000005WEavAAG,5/27/11,5/27/11,Confirmed
a02d0000005WEawAAG,3/24/11,3/24/11,Confirmed
a02d0000005WEazAAG,12/8/10,12/8/10,Confirmed
a02d0000005WEb0AAG,12/27/10,12/27/10,Confirmed
a02d0000005WEWdAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEWeAAO,8/31/12,8/31/12,Confirmed
a02d0000005WEWgAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEWhAAO,3/23/12,3/23/12,Confirmed
a02d0000005WEWiAAO,3/2/12,3/2/12,Confirmed
a02d0000005WEWjAAO,3/2/12,3/2/12,Confirmed
a02d0000005WEYqAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEYrAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEYuAAO,4/6/12,4/6/12,Confirmed
a02d0000005WEYvAAO,6/28/12,6/28/12,Confirmed
a02d0000005WEYyAAO,4/20/12,4/20/12,Confirmed
a02d0000005WEWlAAO,2/24/12,2/24/12,Confirmed
a02d0000005WEWmAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEWnAAO,8/17/12,8/17/12,Confirmed
a02d0000005WEWoAAO,2/10/12,2/10/12,Confirmed
a02d0000005WEWqAAO,9/14/12,9/14/12,Confirmed
a02d0000005WEWrAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEYzAAO,11/1/12,11/1/12,Confirmed
a02d0000005WEZ0AAO,3/23/12,3/23/12,Confirmed
a02d0000005WEZ2AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEZ3AAO,5/4/12,5/4/12,Confirmed
a02d0000005WEZ5AAO,3/9/12,3/9/12,Confirmed
a02d0000005WEWtAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEWvAAO,8/17/12,8/17/12,Confirmed
a02d0000005WEWwAAO,5/11/12,5/11/12,Confirmed
a02d0000005WEWyAAO,6/25/12,6/25/12,Confirmed
a02d0000005WEZ6AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEZ7AAO,8/31/12,8/31/12,Confirmed
a02d0000005WEZ8AAO,4/6/12,4/6/12,Confirmed
a02d0000005WEZAAA4,8/17/12,8/17/12,Confirmed
a02d0000005WEZFAA4,6/28/12,6/28/12,Confirmed
a02d0000005WEX4AAO,1/6/12,1/6/12,Confirmed
a02d0000005WEX5AAO,12/22/11,12/22/11,Confirmed
a02d0000005WEX7AAO,3/23/12,3/23/12,Confirmed
a02d0000005WEX8AAO,3/2/12,3/2/12,Confirmed
a02d0000005WEZGAA4,9/7/12,9/7/12,Confirmed
a02d0000005WEZHAA4,6/25/12,6/25/12,Confirmed
a02d0000005WEZIAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEZKAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEZLAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEZNAA4,3/23/12,3/23/12,Confirmed
a02d0000006jDEKAA2,10/11/12,10/11/12,Confirmed
a02d0000005WEV4AAO,8/10/12,8/10/12,Confirmed
a02d0000005WEV5AAO,9/21/12,9/21/12,Confirmed
a02d0000005WEV7AAO,7/27/12,7/27/12,Confirmed
a02d0000005WEV8AAO,4/27/12,4/27/12,Confirmed
a02d0000005WEVAAA4,6/28/12,6/28/12,Confirmed
a02d0000005WEVDAA4,7/30/12,7/30/12,Confirmed
a02d0000005WEXDAA4,8/10/12,8/10/12,Confirmed
a02d0000005WEXEAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEXFAA4,5/25/12,5/25/12,Confirmed
a02d0000005WEXGAA4,8/3/12,8/3/12,Confirmed
a02d0000005WEXHAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEXIAA4,3/23/12,3/23/12,Confirmed
a02d0000005WEZPAA4,8/3/12,8/3/12,Confirmed
a02d0000005WEZQAA4,1/20/12,1/20/12,Confirmed
a02d0000005WEZTAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEZWAA4,1/9/12,1/9/12,Confirmed
a02d0000005WEVEAA4,10/25/12,10/25/12,Confirmed
a02d0000005WEVGAA4,3/30/12,3/30/12,Confirmed
a02d0000005WEVHAA4,8/17/12,8/17/12,Confirmed
a02d0000005WEVIAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEVJAA4,5/24/12,5/24/12,Confirmed
a02d0000005WEVLAA4,4/13/12,4/13/12,Confirmed
a02d0000005WEVMAA4,8/3/12,8/3/12,Confirmed
a02d0000005WEXJAA4,3/30/12,3/30/12,Confirmed
a02d0000005WEXLAA4,7/30/12,7/30/12,Confirmed
a02d0000005WEXMAA4,10/8/12,10/8/12,Confirmed
a02d0000005WEXNAA4,5/4/12,5/4/12,Confirmed
a02d0000005WEXQAA4,2/24/12,2/24/12,Confirmed
a02d0000005WEZXAA4,2/6/12,2/6/12,Confirmed
a02d0000005WEZYAA4,8/10/12,8/10/12,Confirmed
a02d0000005WEZZAA4,2/10/12,2/10/12,Confirmed
a02d0000005WEZaAAO,6/25/12,6/25/12,Confirmed
a02d0000005WEZbAAO,7/30/12,7/30/12,Confirmed
a02d0000005WEZeAAO,11/29/11,11/29/11,Confirmed
a02d0000005WEZfAAO,4/20/12,4/20/12,Confirmed
a02d0000005WEVNAA4,7/13/12,7/13/12,Confirmed
a02d0000005WEVPAA4,6/25/12,6/25/12,Confirmed
a02d0000005WEVTAA4,5/11/12,5/11/12,Confirmed
a02d0000005WEVVAA4,5/25/12,5/25/12,Confirmed
a02d0000005WEXTAA4,7/13/12,7/13/12,Confirmed
a02d0000005WEXUAA4,12/29/11,12/29/11,Confirmed
a02d0000005WEXXAA4,3/9/12,3/9/12,Confirmed
a02d0000005WEXYAA4,3/2/12,3/2/12,Confirmed
a02d0000005WEXZAA4,2/24/12,2/24/12,Confirmed
a02d0000005WEZgAAO,3/16/12,3/16/12,Confirmed
a02d0000005WEZhAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEZiAAO,8/10/12,8/10/12,Confirmed
a02d0000005WEZjAAO,7/13/12,7/13/12,Confirmed
a02d0000005WEZkAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEZmAAO,5/4/12,5/4/12,Confirmed
a02d0000005WEZnAAO,6/25/12,6/25/12,Confirmed
a02d0000005WEVZAA4,2/17/12,2/17/12,Confirmed
a02d0000005WEVaAAO,11/29/11,11/29/11,Confirmed
a02d0000005WEVcAAO,1/9/12,1/9/12,Confirmed
a02d0000005WEVdAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEXbAAO,3/30/12,3/30/12,Confirmed
a02d0000005WEXcAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEXdAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEXeAAO,7/20/12,7/20/12,Confirmed
a02d0000005WEXgAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEXiAAO,3/23/12,3/23/12,Confirmed
a02d0000005WEZpAAO,2/17/12,2/17/12,Confirmed
a02d0000005WEZrAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEZsAAO,9/7/12,9/7/12,Confirmed
a02d0000005WEZtAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEZuAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEVfAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEVgAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEVhAAO,2/6/12,2/6/12,Confirmed
a02d0000005WEViAAO,11/29/11,11/29/11,Confirmed
a02d0000005WEVjAAO,1/27/12,1/27/12,Confirmed
a02d0000005WEVkAAO,11/30/10,11/30/10,Confirmed
a02d0000005WEXnAAO,5/4/12,5/4/12,Confirmed
a02d0000005WEXpAAO,10/19/12,10/19/12,Confirmed
a02d0000005WEXqAAO,11/13/12,11/13/12,Confirmed
a02d0000005WEXsAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEZyAAO,12/28/10,12/28/10,Confirmed
a02d0000005WEa4AAG,4/13/12,4/13/12,Confirmed
a02d00000069pT4AAI,10/24/12,10/24/12,Confirmed
a02d0000006jDMtAAM,9/27/12,9/27/12,Confirmed
a02d00000069pbhAAA,9/7/12,9/7/12,Confirmed
a02d0000006jDLWAA2,9/27/12,9/27/12,Confirmed
a02d00000069pWRAAY,9/27/12,9/27/12,Confirmed
a02d00000069pb3AAA,10/12/12,10/12/12,Confirmed
a02d0000007eLsdAAE,11/13/12,11/13/12,Confirmed
a02d0000006jDMAAA2,10/4/12,10/4/12,Confirmed
a02d0000006jDNdAAM,11/2/12,11/2/12,Confirmed
a02d0000006jDFUAA2,10/18/12,10/18/12,Confirmed
a02d0000006sxQIAAY,9/27/12,9/27/12,Confirmed
a02d0000006swiSAAQ,11/1/12,11/1/12,Confirmed
a02d0000006sxnnAAA,9/28/12,9/28/12,Confirmed
a02d0000006sxpPAAQ,9/21/12,9/21/12,Confirmed
a02d0000007fAR1AAM,11/13/12,11/13/12,Confirmed
a02d0000006uVTTAA2,10/24/12,10/24/12,Confirmed
a02d0000006uVvhAAE,9/27/12,9/27/12,Confirmed
a02d0000006uVviAAE,10/25/12,10/25/12,Confirmed
a02d0000006uWHEAA2,10/24/12,10/24/12,Confirmed
a02d0000006uWG5AAM,9/21/12,9/21/12,Confirmed
a02d0000006swiwAAA,10/8/12,10/8/12,Confirmed
a02d0000006uVu4AAE,10/5/12,10/5/12,Confirmed
a02d0000007fAWDAA2,11/16/12,11/16/12,Confirmed
a02d0000006sxoDAAQ,11/15/12,11/15/12,Confirmed
a02d0000006sAOuAAM,9/27/12,9/27/12,Confirmed
a02d0000005WOGBAA4,10/25/12,10/25/12,Confirmed
a02d0000005WeDwAAK,10/4/12,10/4/12,Confirmed
a02d0000006sxpZAAQ,10/24/12,10/24/12,Confirmed
a02d0000005WOAOAA4,11/1/12,11/1/12,Confirmed
a02d0000005WOQMAA4,6/27/12,6/27/12,Confirmed
a02d0000005WOREAA4,8/31/12,8/31/12,Confirmed
a02d0000005WOR9AAO,7/9/12,7/9/12,Confirmed
a02d0000007eLxTAAU,11/16/12,11/16/12,Confirmed
a02d0000005WOGaAAO,8/3/12,8/3/12,Confirmed
a02d0000005WOQRAA4,8/3/12,8/3/12,Confirmed
a02d00000069pj3AAA,9/21/12,9/21/12,Confirmed
a02d0000005WOGQAA4,8/3/12,8/3/12,Confirmed
a02d0000005WOPKAA4,7/13/12,7/13/12,Confirmed
a02d0000005WXhaAAG,8/10/12,8/10/12,Confirmed
a02d0000005WbnMAAS,8/3/12,8/3/12,Confirmed
a02d0000006sBAiAAM,9/27/12,9/27/12,Confirmed
a02d0000005WaiwAAC,8/17/12,8/17/12,Confirmed
a02d0000005WbnbAAC,9/27/12,9/27/12,Confirmed
a02d0000005WairAAC,7/20/12,7/20/12,Confirmed
a02d0000005WbmFAAS,7/6/12,7/6/12,Confirmed
a02d0000005WbmPAAS,8/3/12,8/3/12,Confirmed
a02d0000005WbnWAAS,8/30/12,8/30/12,Confirmed
a02d0000005Wc6NAAS,7/6/12,7/6/12,Confirmed
a02d0000005WZI8AAO,9/10/12,9/10/12,Confirmed
a02d0000005WerbAAC,8/17/12,8/17/12,Confirmed
a02d0000005WeiJAAS,7/20/12,7/20/12,Confirmed
a02d0000005WeicAAC,7/27/12,7/27/12,Confirmed
a02d0000005WeDrAAK,9/7/12,9/7/12,Confirmed
a02d0000005WeimAAC,8/30/12,8/30/12,Confirmed
a02d0000005WeiNAAS,8/31/12,8/31/12,Confirmed
a02d0000005We84AAC,7/27/12,7/27/12,Confirmed
a02d0000005WvMQAA0,8/24/12,8/24/12,Confirmed
a02d00000069qBRAAY,10/18/12,10/18/12,Confirmed
a02d00000069qMDAAY,8/24/12,8/24/12,Confirmed
a02d0000007DJyFAAW,10/12/12,10/12/12,Confirmed
a02d0000007DNb2AAG,10/12/12,10/12/12,Confirmed
a02d0000007DNZVAA4,10/18/12,10/18/12,Confirmed
a02d0000007DNf9AAG,10/18/12,10/18/12,Confirmed
a02d0000007DOoJAAW,10/26/12,10/26/12,Confirmed
a02d0000007DNKuAAO,11/1/12,11/1/12,Confirmed
a02d00000077LcNAAU,11/29/12,11/29/12,Confirmed
a02d0000006j3ruAAA,9/24/12,9/24/12,Confirmed
a02d0000006A4GzAAK,8/31/12,8/31/12,Confirmed
a02d0000006j3tvAAA,10/18/12,10/18/12,Confirmed
a02d00000068Ka4AAE,7/27/12,7/27/12,Confirmed
a02d0000005XKnnAAG,7/9/12,7/9/12,Confirmed
a02d00000069j1ZAAQ,9/14/12,9/14/12,Confirmed
a02d00000069FOnAAM,8/17/12,8/17/12,Confirmed
